t_s,H_m,v_m_s,y_m,theta_rad,omega_rad_s
14.360000,1031.048000,143.600000,-17.999875,-0.038837,0.000555
14.370000,1032.484500,143.700000,-18.055647,-0.038831,0.000574
14.380000,1033.922000,143.800000,-18.111449,-0.038826,0.000594
14.390000,1035.360500,143.900000,-18.167281,-0.038819,0.000613
14.400000,1036.800000,144.000000,-18.223143,-0.038813,0.000633
14.410000,1038.240500,144.100000,-18.279035,-0.038807,0.000652
14.420000,1039.682000,144.200000,-18.334956,-0.038800,0.000672
14.430000,1041.124500,144.300000,-18.390907,-0.038793,0.000691
14.440000,1042.568000,144.400000,-18.446886,-0.038786,0.000710
14.450000,1044.012500,144.500000,-18.502894,-0.038779,0.000730
14.460000,1045.458000,144.600000,-18.558930,-0.038772,0.000749
14.470000,1046.904500,144.700000,-18.614994,-0.038764,0.000769
14.480000,1048.352000,144.800000,-18.671085,-0.038756,0.000788
14.490000,1049.800500,144.900000,-18.727204,-0.038748,0.000808
14.500000,1051.250000,145.000000,-18.783350,-0.038740,0.000827
14.510000,1052.700500,145.100000,-18.839523,-0.038732,0.000847
14.520000,1054.152000,145.200000,-18.895722,-0.038723,0.000866
14.530000,1055.604500,145.300000,-18.951947,-0.038715,0.000886
14.540000,1057.058000,145.400000,-19.008199,-0.038706,0.000905
14.550000,1058.512500,145.500000,-19.064475,-0.038696,0.000924
14.560000,1059.968000,145.600000,-19.120777,-0.038687,0.000944
14.570000,1061.424500,145.700000,-19.177104,-0.038678,0.000963
14.580000,1062.882000,145.800000,-19.233456,-0.038668,0.000983
14.590000,1064.340500,145.900000,-19.289832,-0.038658,0.001002
14.600000,1065.800000,146.000000,-19.346232,-0.038648,0.001022
14.610000,1067.260500,146.100000,-19.402655,-0.038638,0.001041
14.620000,1068.722000,146.200000,-19.459102,-0.038627,0.001060
14.630000,1070.184500,146.300000,-19.515573,-0.038616,0.001080
14.640000,1071.648000,146.400000,-19.572066,-0.038605,0.001099
14.650000,1073.112500,146.500000,-19.628581,-0.038594,0.001119
14.660000,1074.578000,146.600000,-19.685119,-0.038583,0.001138
14.670000,1076.044500,146.700000,-19.741678,-0.038572,0.001158
14.680000,1077.512000,146.800000,-19.798260,-0.038560,0.001177
14.690000,1078.980500,146.900000,-19.854862,-0.038548,0.001196
14.700000,1080.450000,147.000000,-19.911486,-0.038536,0.001216
14.710000,1081.920500,147.100000,-19.968130,-0.038524,0.001235
14.720000,1083.392000,147.200000,-20.024794,-0.038511,0.001255
14.730000,1084.864500,147.300000,-20.081479,-0.038499,0.001274
14.740000,1086.338000,147.400000,-20.138183,-0.038486,0.001293
14.750000,1087.812500,147.500000,-20.194907,-0.038473,0.001313
14.760000,1089.288000,147.600000,-20.251650,-0.038460,0.001332
14.770000,1090.764500,147.700000,-20.308412,-0.038446,0.001352
14.780000,1092.242000,147.800000,-20.365192,-0.038432,0.001371
14.790000,1093.720500,147.900000,-20.421990,-0.038419,0.001390
14.800000,1095.200000,148.000000,-20.478806,-0.038405,0.001410
14.810000,1096.680500,148.100000,-20.535640,-0.038390,0.001429
14.820000,1098.162000,148.200000,-20.592491,-0.038376,0.001449
14.830000,1099.644500,148.300000,-20.649359,-0.038362,0.001468
14.840000,1101.128000,148.400000,-20.706243,-0.038347,0.001487
14.850000,1102.612500,148.500000,-20.763144,-0.038332,0.001507
14.860000,1104.098000,148.600000,-20.820061,-0.038317,0.001526
14.870000,1105.584500,148.700000,-20.876993,-0.038301,0.001545
14.880000,1107.072000,148.800000,-20.933941,-0.038286,0.001565
14.890000,1108.560500,148.900000,-20.990903,-0.038270,0.001584
14.900000,1110.050000,149.000000,-21.047881,-0.038254,0.001603
14.910000,1111.540500,149.100000,-21.104873,-0.038238,0.001623
14.920000,1113.032000,149.200000,-21.161878,-0.038222,0.001642
14.930000,1114.524500,149.300000,-21.218898,-0.038205,0.001661
14.940000,1116.018000,149.400000,-21.275931,-0.038188,0.001681
14.950000,1117.512500,149.500000,-21.332977,-0.038171,0.001700
14.960000,1119.008000,149.600000,-21.390036,-0.038154,0.001719
14.970000,1120.504500,149.700000,-21.447107,-0.038137,0.001738
14.980000,1122.002000,149.800000,-21.504190,-0.038120,0.001758
14.990000,1123.500500,149.900000,-21.561286,-0.038102,0.001777
15.000000,1125.000000,150.000000,-21.618392,-0.038084,0.001796
15.010000,1126.500500,150.100000,-21.675510,-0.038066,0.001816
15.020000,1128.002000,150.200000,-21.732639,-0.038048,0.001835
15.030000,1129.504500,150.300000,-21.789778,-0.038029,0.001854
15.040000,1131.008000,150.400000,-21.846927,-0.038011,0.001873
15.050000,1132.512500,150.500000,-21.904086,-0.037992,0.001893
15.060000,1134.018000,150.600000,-21.961255,-0.037973,0.001912
15.070000,1135.524500,150.700000,-22.018433,-0.037954,0.001931
15.080000,1137.032000,150.800000,-22.075620,-0.037934,0.001950
15.090000,1138.540500,150.900000,-22.132815,-0.037915,0.001970
15.100000,1140.050000,151.000000,-22.190018,-0.037895,0.001989
15.110000,1141.560500,151.100000,-22.247230,-0.037875,0.002008
15.120000,1143.072000,151.200000,-22.304449,-0.037855,0.002027
15.130000,1144.584500,151.300000,-22.361675,-0.037834,0.002046
15.140000,1146.098000,151.400000,-22.418908,-0.037814,0.002066
15.150000,1147.612500,151.500000,-22.476147,-0.037793,0.002085
15.160000,1149.128000,151.600000,-22.533393,-0.037772,0.002104
15.170000,1150.644500,151.700000,-22.590645,-0.037751,0.002123
15.180000,1152.162000,151.800000,-22.647902,-0.037730,0.002142
15.190000,1153.680500,151.900000,-22.705164,-0.037708,0.002161
15.200000,1155.200000,152.000000,-22.762432,-0.037686,0.002180
15.210000,1156.720500,152.100000,-22.819704,-0.037664,0.002200
15.220000,1158.242000,152.200000,-22.876980,-0.037642,0.002219
15.230000,1159.764500,152.300000,-22.934260,-0.037620,0.002238
15.240000,1161.288000,152.400000,-22.991543,-0.037598,0.002257
15.250000,1162.812500,152.500000,-23.048830,-0.037575,0.002276
15.260000,1164.338000,152.600000,-23.106120,-0.037552,0.002295
15.270000,1165.864500,152.700000,-23.163412,-0.037529,0.002314
15.280000,1167.392000,152.800000,-23.220706,-0.037506,0.002333
15.290000,1168.920500,152.900000,-23.278003,-0.037482,0.002352
15.300000,1170.450000,153.000000,-23.335300,-0.037459,0.002371
15.310000,1171.980500,153.100000,-23.392599,-0.037435,0.002390
15.320000,1173.512000,153.200000,-23.449899,-0.037411,0.002410
15.330000,1175.044500,153.300000,-23.507200,-0.037387,0.002429
15.340000,1176.578000,153.400000,-23.564500,-0.037362,0.002448
15.350000,1178.112500,153.500000,-23.621801,-0.037338,0.002467
15.360000,1179.648000,153.600000,-23.679100,-0.037313,0.002486
15.370000,1181.184500,153.700000,-23.736399,-0.037288,0.002505
15.380000,1182.722000,153.800000,-23.793697,-0.037263,0.002524
15.390000,1184.260500,153.900000,-23.850994,-0.037238,0.002543
15.400000,1185.800000,154.000000,-23.908288,-0.037212,0.002561
15.410000,1187.340500,154.100000,-23.965580,-0.037186,0.002580
15.420000,1188.882000,154.200000,-24.022870,-0.037160,0.002599
15.430000,1190.424500,154.300000,-24.080157,-0.037134,0.002618
15.440000,1191.968000,154.400000,-24.137440,-0.037108,0.002637
15.450000,1193.512500,154.500000,-24.194720,-0.037082,0.002656
15.460000,1195.058000,154.600000,-24.251996,-0.037055,0.002675
15.470000,1196.604500,154.700000,-24.309268,-0.037028,0.002694
15.480000,1198.152000,154.800000,-24.366535,-0.037001,0.002713
15.490000,1199.700500,154.900000,-24.423797,-0.036974,0.002732
15.500000,1201.250000,155.000000,-24.481054,-0.036946,0.002751
15.510000,1202.800500,155.100000,-24.538305,-0.036919,0.002769
15.520000,1204.352000,155.200000,-24.595550,-0.036891,0.002788
15.530000,1205.904500,155.300000,-24.652789,-0.036863,0.002807
15.540000,1207.458000,155.400000,-24.710021,-0.036835,0.002826
15.550000,1209.012500,155.500000,-24.767246,-0.036807,0.002845
15.560000,1210.568000,155.600000,-24.824463,-0.036778,0.002863
15.570000,1212.124500,155.700000,-24.881673,-0.036749,0.002882
15.580000,1213.682000,155.800000,-24.938875,-0.036720,0.002901
15.590000,1215.240500,155.900000,-24.996068,-0.036691,0.002920
15.600000,1216.800000,156.000000,-25.053253,-0.036662,0.002939
15.610000,1218.360500,156.100000,-25.110428,-0.036633,0.002957
15.620000,1219.922000,156.200000,-25.167594,-0.036603,0.002976
15.630000,1221.484500,156.300000,-25.224750,-0.036573,0.002995
15.640000,1223.048000,156.400000,-25.281895,-0.036543,0.003013
15.650000,1224.612500,156.500000,-25.339030,-0.036513,0.003032
15.660000,1226.178000,156.600000,-25.396155,-0.036482,0.003051
15.670000,1227.744500,156.700000,-25.453268,-0.036452,0.003069
15.680000,1229.312000,156.800000,-25.510369,-0.036421,0.003088
15.690000,1230.880500,156.900000,-25.567458,-0.036390,0.003107
15.700000,1232.450000,157.000000,-25.624535,-0.036359,0.003125
15.710000,1234.020500,157.100000,-25.681600,-0.036327,0.003144
15.720000,1235.592000,157.200000,-25.738651,-0.036296,0.003163
15.730000,1237.164500,157.300000,-25.795689,-0.036264,0.003181
15.740000,1238.738000,157.400000,-25.852713,-0.036232,0.003200
15.750000,1240.312500,157.500000,-25.909723,-0.036200,0.003218
15.760000,1241.888000,157.600000,-25.966719,-0.036168,0.003237
15.770000,1243.464500,157.700000,-26.023700,-0.036135,0.003255
15.780000,1245.042000,157.800000,-26.080665,-0.036103,0.003274
15.790000,1246.620500,157.900000,-26.137615,-0.036070,0.003292
15.800000,1248.200000,158.000000,-26.194549,-0.036037,0.003311
15.810000,1249.780500,158.100000,-26.251467,-0.036004,0.003329
15.820000,1251.362000,158.200000,-26.308369,-0.035970,0.003348
15.830000,1252.944500,158.300000,-26.365253,-0.035937,0.003366
15.840000,1254.528000,158.400000,-26.422120,-0.035903,0.003385
15.850000,1256.112500,158.500000,-26.478969,-0.035869,0.003403
15.860000,1257.698000,158.600000,-26.535801,-0.035835,0.003422
15.870000,1259.284500,158.700000,-26.592614,-0.035801,0.003440
15.880000,1260.872000,158.800000,-26.649408,-0.035766,0.003458
15.890000,1262.460500,158.900000,-26.706183,-0.035732,0.003477
15.900000,1264.050000,159.000000,-26.762938,-0.035697,0.003495
15.910000,1265.640500,159.100000,-26.819674,-0.035662,0.003513
15.920000,1267.232000,159.200000,-26.876389,-0.035626,0.003532
15.930000,1268.824500,159.300000,-26.933084,-0.035591,0.003550
15.940000,1270.418000,159.400000,-26.989758,-0.035555,0.003568
15.950000,1272.012500,159.500000,-27.046411,-0.035520,0.003587
15.960000,1273.608000,159.600000,-27.103042,-0.035484,0.003605
15.970000,1275.204500,159.700000,-27.159651,-0.035448,0.003623
15.980000,1276.802000,159.800000,-27.216238,-0.035411,0.003641
15.990000,1278.400500,159.900000,-27.272802,-0.035375,0.003660
16.000000,1280.000000,160.000000,-27.329342,-0.035338,0.003678
16.010000,1281.600500,160.100000,-27.385860,-0.035301,0.003696
16.020000,1283.202000,160.200000,-27.442353,-0.035264,0.003714
16.030000,1284.804500,160.300000,-27.498822,-0.035227,0.003732
16.040000,1286.408000,160.400000,-27.555267,-0.035189,0.003750
16.050000,1288.012500,160.500000,-27.611687,-0.035152,0.003769
16.060000,1289.618000,160.600000,-27.668081,-0.035114,0.003787
16.070000,1291.224500,160.700000,-27.724450,-0.035076,0.003805
16.080000,1292.832000,160.800000,-27.780793,-0.035038,0.003823
16.090000,1294.440500,160.900000,-27.837109,-0.035000,0.003841
16.100000,1296.050000,161.000000,-27.893398,-0.034961,0.003859
16.110000,1297.660500,161.100000,-27.949661,-0.034922,0.003877
16.120000,1299.272000,161.200000,-28.005896,-0.034884,0.003895
16.130000,1300.884500,161.300000,-28.062103,-0.034845,0.003913
16.140000,1302.498000,161.400000,-28.118282,-0.034805,0.003931
16.150000,1304.112500,161.500000,-28.174432,-0.034766,0.003949
16.160000,1305.728000,161.600000,-28.230553,-0.034726,0.003967
16.170000,1307.344500,161.700000,-28.286645,-0.034687,0.003985
16.180000,1308.962000,161.800000,-28.342707,-0.034647,0.004003
16.190000,1310.580500,161.900000,-28.398739,-0.034607,0.004021
16.200000,1312.200000,162.000000,-28.454741,-0.034566,0.004038
16.210000,1313.820500,162.100000,-28.510711,-0.034526,0.004056
16.220000,1315.442000,162.200000,-28.566651,-0.034485,0.004074
16.230000,1317.064500,162.300000,-28.622559,-0.034444,0.004092
16.240000,1318.688000,162.400000,-28.678435,-0.034403,0.004110
16.250000,1320.312500,162.500000,-28.734279,-0.034362,0.004128
16.260000,1321.938000,162.600000,-28.790090,-0.034321,0.004145
16.270000,1323.564500,162.700000,-28.845868,-0.034279,0.004163
16.280000,1325.192000,162.800000,-28.901613,-0.034238,0.004181
16.290000,1326.820500,162.900000,-28.957324,-0.034196,0.004198
16.300000,1328.450000,163.000000,-29.013000,-0.034154,0.004216
16.310000,1330.080500,163.100000,-29.068643,-0.034111,0.004234
16.320000,1331.712000,163.200000,-29.124250,-0.034069,0.004252
16.330000,1333.344500,163.300000,-29.179822,-0.034026,0.004269
16.340000,1334.978000,163.400000,-29.235358,-0.033983,0.004287
16.350000,1336.612500,163.500000,-29.290858,-0.033941,0.004304
16.360000,1338.248000,163.600000,-29.346322,-0.033897,0.004322
16.370000,1339.884500,163.700000,-29.401749,-0.033854,0.004340
16.380000,1341.522000,163.800000,-29.457139,-0.033811,0.004357
16.390000,1343.160500,163.900000,-29.512492,-0.033767,0.004375
16.400000,1344.800000,164.000000,-29.567806,-0.033723,0.004392
16.410000,1346.440500,164.100000,-29.623082,-0.033679,0.004410
16.420000,1348.082000,164.200000,-29.678320,-0.033635,0.004427
16.430000,1349.724500,164.300000,-29.733519,-0.033591,0.004445
16.440000,1351.368000,164.400000,-29.788678,-0.033546,0.004462
16.450000,1353.012500,164.500000,-29.843797,-0.033501,0.004479
16.460000,1354.658000,164.600000,-29.898876,-0.033456,0.004497
16.470000,1356.304500,164.700000,-29.953915,-0.033411,0.004514
16.480000,1357.952000,164.800000,-30.008913,-0.033366,0.004532
16.490000,1359.600500,164.900000,-30.063870,-0.033321,0.004549
16.500000,1361.250000,165.000000,-30.118784,-0.033275,0.004566
16.510000,1362.900500,165.100000,-30.173657,-0.033229,0.004583
16.520000,1364.552000,165.200000,-30.228488,-0.033184,0.004601
16.530000,1366.204500,165.300000,-30.283275,-0.033137,0.004618
16.540000,1367.858000,165.400000,-30.338020,-0.033091,0.004635
16.550000,1369.512500,165.500000,-30.392721,-0.033045,0.004652
16.560000,1371.168000,165.600000,-30.447378,-0.032998,0.004670
16.570000,1372.824500,165.700000,-30.501991,-0.032951,0.004687
16.580000,1374.482000,165.800000,-30.556559,-0.032904,0.004704
16.590000,1376.140500,165.900000,-30.611082,-0.032857,0.004721
16.600000,1377.800000,166.000000,-30.665559,-0.032810,0.004738
16.610000,1379.460500,166.100000,-30.719991,-0.032762,0.004755
16.620000,1381.122000,166.200000,-30.774377,-0.032715,0.004772
16.630000,1382.784500,166.300000,-30.828716,-0.032667,0.004789
16.640000,1384.448000,166.400000,-30.883008,-0.032619,0.004806
16.650000,1386.112500,166.500000,-30.937253,-0.032571,0.004823
16.660000,1387.778000,166.600000,-30.991450,-0.032523,0.004840
16.670000,1389.444500,166.700000,-31.045599,-0.032474,0.004857
16.680000,1391.112000,166.800000,-31.099699,-0.032425,0.004874
16.690000,1392.780500,166.900000,-31.153751,-0.032377,0.004891
16.700000,1394.450000,167.000000,-31.207754,-0.032328,0.004908
16.710000,1396.120500,167.100000,-31.261707,-0.032278,0.004925
16.720000,1397.792000,167.200000,-31.315609,-0.032229,0.004942
16.730000,1399.464500,167.300000,-31.369462,-0.032180,0.004959
16.740000,1401.138000,167.400000,-31.423264,-0.032130,0.004975
16.750000,1402.812500,167.500000,-31.477014,-0.032080,0.004992
16.760000,1404.488000,167.600000,-31.530714,-0.032030,0.005009
16.770000,1406.164500,167.700000,-31.584361,-0.031980,0.005026
16.780000,1407.842000,167.800000,-31.637956,-0.031930,0.005042
16.790000,1409.520500,167.900000,-31.691498,-0.031879,0.005059
16.800000,1411.200000,168.000000,-31.744988,-0.031828,0.005076
16.810000,1412.880500,168.100000,-31.798424,-0.031778,0.005092
16.820000,1414.562000,168.200000,-31.851806,-0.031727,0.005109
16.830000,1416.244500,168.300000,-31.905134,-0.031675,0.005126
16.840000,1417.928000,168.400000,-31.958407,-0.031624,0.005142
16.850000,1419.612500,168.500000,-32.011626,-0.031573,0.005159
16.860000,1421.298000,168.600000,-32.064789,-0.031521,0.005175
16.870000,1422.984500,168.700000,-32.117896,-0.031469,0.005192
16.880000,1424.672000,168.800000,-32.170948,-0.031417,0.005208
16.890000,1426.360500,168.900000,-32.223943,-0.031365,0.005225
16.900000,1428.050000,169.000000,-32.276881,-0.031313,0.005241
16.910000,1429.740500,169.100000,-32.329762,-0.031260,0.005258
16.920000,1431.432000,169.200000,-32.382585,-0.031207,0.005274
16.930000,1433.124500,169.300000,-32.435350,-0.031155,0.005290
16.940000,1434.818000,169.400000,-32.488057,-0.031102,0.005307
16.950000,1436.512500,169.500000,-32.540705,-0.031048,0.005323
16.960000,1438.208000,169.600000,-32.593294,-0.030995,0.005339
16.970000,1439.904500,169.700000,-32.645824,-0.030942,0.005356
16.980000,1441.602000,169.800000,-32.698293,-0.030888,0.005372
16.990000,1443.300500,169.900000,-32.750703,-0.030834,0.005388
17.000000,1445.000000,170.000000,-32.803051,-0.030780,0.005404
17.010000,1446.700500,170.100000,-32.855339,-0.030726,0.005421
17.020000,1448.402000,170.200000,-32.907565,-0.030672,0.005437
17.030000,1450.104500,170.300000,-32.959729,-0.030617,0.005453
17.040000,1451.808000,170.400000,-33.011831,-0.030563,0.005469
17.050000,1453.512500,170.500000,-33.063871,-0.030508,0.005485
17.060000,1455.218000,170.600000,-33.115848,-0.030453,0.005501
17.070000,1456.924500,170.700000,-33.167761,-0.030398,0.005517
17.080000,1458.632000,170.800000,-33.219610,-0.030343,0.005533
17.090000,1460.340500,170.900000,-33.271396,-0.030287,0.005549
17.100000,1462.050000,171.000000,-33.323116,-0.030232,0.005565
17.110000,1463.760500,171.100000,-33.374772,-0.030176,0.005581
17.120000,1465.472000,171.200000,-33.426363,-0.030120,0.005597
17.130000,1467.184500,171.300000,-33.477888,-0.030064,0.005613
17.140000,1468.898000,171.400000,-33.529347,-0.030008,0.005629
17.150000,1470.612500,171.500000,-33.580739,-0.029952,0.005644
17.160000,1472.328000,171.600000,-33.632065,-0.029895,0.005660
17.170000,1474.044500,171.700000,-33.683324,-0.029838,0.005676
17.180000,1475.762000,171.800000,-33.734515,-0.029781,0.005692
17.190000,1477.480500,171.900000,-33.785637,-0.029724,0.005707
17.200000,1479.200000,172.000000,-33.836692,-0.029667,0.005723
